trip_id,departure_at,arrival_at,route_name,vehicle_capacity,total_price,occupancy
9360,2017-11-14 08:00:00-06,2017-11-14 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9232,2017-11-10 16:00:00-06,2017-11-10 17:15:00-06,Del Valle - Nezahualcóyotl,18,65,6
9227,2017-11-10 16:00:00-06,2017-11-10 17:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9393,2017-11-15 17:00:00-06,2017-11-15 18:30:00-06,Polanco - Buenavista,19,62,6
9325,2017-11-13 09:00:00-06,2017-11-13 09:45:00-06,Ecatepec - Centro,19,63,6
9353,2017-11-14 11:00:00-06,2017-11-14 12:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9402,2017-11-15 16:00:00-06,2017-11-15 17:00:00-06,Santa Fé - Ixtapaluca,22,64,5
9317,2017-11-13 16:00:00-06,2017-11-13 17:00:00-06,Santa Fé - Ixtapaluca,20,128,10
9240,2017-11-10 11:00:00-06,2017-11-10 11:45:00-06,Ixtapaluca - Condesa,19,59,6
9413,2017-11-15 19:00:00-06,2017-11-15 20:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9261,2017-11-10 11:00:00-06,2017-11-10 12:15:00-06,Nezahualcóyotl - Del Valle,20,65,5
9258,2017-11-10 20:00:00-06,2017-11-10 20:45:00-06,Centro - Ecatepec,21,63,5
9319,2017-11-13 19:00:00-06,2017-11-13 20:15:00-06,Del Valle - Nezahualcóyotl,18,65,6
9263,2017-11-10 09:00:00-06,2017-11-10 10:00:00-06,Ixtapaluca - Santa Fé,19,64,6
9304,2017-11-13 11:00:00-06,2017-11-13 11:45:00-06,Ixtapaluca - Condesa,21,59,5
9366,2017-11-14 09:00:00-06,2017-11-14 10:00:00-06,Ixtapaluca - Santa Fé,19,64,6
9373,2017-11-14 10:00:00-06,2017-11-14 11:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9360,2017-11-14 08:00:00-06,2017-11-14 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9337,2017-11-14 09:00:00-06,2017-11-14 09:45:00-06,Ixtapaluca - Condesa,22,59,5
9395,2017-11-15 18:00:00-06,2017-11-15 18:45:00-06,Centro - Ecatepec,19,63,6
9318,2017-11-13 20:00:00-06,2017-11-13 21:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9273,2017-11-11 08:00:00-06,2017-11-11 08:45:00-06,Ixtapaluca - Condesa,21,59,5
9326,2017-11-13 10:00:00-06,2017-11-13 10:45:00-06,Iztapalapa - Santa Fé,20,55,5
9336,2017-11-13 08:00:00-06,2017-11-13 08:45:00-06,Ixtapaluca - Condesa,19,59,6
9350,2017-11-14 19:00:00-06,2017-11-14 19:45:00-06,Condesa - Ixtapaluca,20,59,5
9256,2017-11-10 16:00:00-06,2017-11-10 17:00:00-06,Insurgentes Sur - Ecatepec,22,55,5
9237,2017-11-10 19:00:00-06,2017-11-10 19:45:00-06,Centro - Ecatepec,20,63,5
9403,2017-11-15 07:00:00-06,2017-11-15 07:45:00-06,Ecatepec - Centro,21,63,5
9369,2017-11-14 18:00:00-06,2017-11-14 19:15:00-06,Del Valle - Nezahualcóyotl,21,65,5
9363,2017-11-14 16:00:00-06,2017-11-14 17:15:00-06,Del Valle - Nezahualcóyotl,22,130,10
9230,2017-11-10 20:00:00-06,2017-11-10 21:00:00-06,Insurgentes Sur - Ecatepec,20,55,5
9300,2017-11-13 18:00:00-06,2017-11-13 18:45:00-06,Centro - Ecatepec,19,63,6
9394,2017-11-15 07:00:00-06,2017-11-15 08:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9281,2017-11-12 07:00:00-06,2017-11-12 07:45:00-06,Ecatepec - Centro,21,63,5
9284,2017-11-12 18:00:00-06,2017-11-12 18:45:00-06,Centro - Ecatepec,18,63,6
9277,2017-11-11 19:00:00-06,2017-11-11 19:45:00-06,Condesa - Ixtapaluca,22,59,5
9353,2017-11-14 11:00:00-06,2017-11-14 12:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9388,2017-11-15 19:00:00-06,2017-11-15 20:15:00-06,Del Valle - Nezahualcóyotl,21,65,5
9333,2017-11-13 07:00:00-06,2017-11-13 07:45:00-06,Ixtapaluca - Condesa,22,59,5
9241,2017-11-10 17:00:00-06,2017-11-10 17:45:00-06,Santa Fé - Iztapalapa,20,55,5
9334,2017-11-13 08:00:00-06,2017-11-13 09:30:00-06,Buenavista - Polanco,19,62,6
9410,2017-11-15 19:00:00-06,2017-11-15 19:45:00-06,Condesa - Ixtapaluca,18,59,6
9360,2017-11-14 08:00:00-06,2017-11-14 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9261,2017-11-10 11:00:00-06,2017-11-10 12:15:00-06,Nezahualcóyotl - Del Valle,20,65,5
9327,2017-11-13 17:00:00-06,2017-11-13 18:15:00-06,Del Valle - Nezahualcóyotl,20,65,5
9394,2017-11-15 07:00:00-06,2017-11-15 08:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9234,2017-11-10 18:00:00-06,2017-11-10 18:45:00-06,Centro - Ecatepec,21,63,5
9232,2017-11-10 16:00:00-06,2017-11-10 17:15:00-06,Del Valle - Nezahualcóyotl,18,130,12
9230,2017-11-10 20:00:00-06,2017-11-10 21:00:00-06,Insurgentes Sur - Ecatepec,20,55,5
9333,2017-11-13 07:00:00-06,2017-11-13 07:45:00-06,Ixtapaluca - Condesa,22,59,5
9376,2017-11-14 19:00:00-06,2017-11-14 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9282,2017-11-12 17:00:00-06,2017-11-12 17:45:00-06,Centro - Ecatepec,18,63,6
9422,2017-11-15 10:00:00-06,2017-11-15 11:15:00-06,Nezahualcóyotl - Del Valle,20,65,5
9325,2017-11-13 09:00:00-06,2017-11-13 09:45:00-06,Ecatepec - Centro,19,63,6
9301,2017-11-13 16:00:00-06,2017-11-13 16:45:00-06,Centro - Ecatepec,20,63,5
9333,2017-11-13 07:00:00-06,2017-11-13 07:45:00-06,Ixtapaluca - Condesa,22,118,10
9301,2017-11-13 16:00:00-06,2017-11-13 16:45:00-06,Centro - Ecatepec,20,63,5
9243,2017-11-10 10:00:00-06,2017-11-10 11:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9418,2017-11-15 17:00:00-06,2017-11-15 17:45:00-06,Santa Fé - Iztapalapa,19,55,6
9409,2017-11-15 08:00:00-06,2017-11-15 09:30:00-06,Buenavista - Polanco,18,62,6
9419,2017-11-15 09:00:00-06,2017-11-15 10:30:00-06,Buenavista - Polanco,18,62,6
9342,2017-11-14 10:00:00-06,2017-11-14 10:45:00-06,Ixtapaluca - Condesa,21,59,5
9368,2017-11-14 16:00:00-06,2017-11-14 16:45:00-06,Centro - Ecatepec,21,63,5
9306,2017-11-13 19:00:00-06,2017-11-13 20:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9288,2017-11-12 19:00:00-06,2017-11-12 19:45:00-06,Condesa - Ixtapaluca,20,59,5
9351,2017-11-14 10:00:00-06,2017-11-14 11:00:00-06,Ecatepec - Insurgentes Sur,21,55,5
9298,2017-11-13 17:00:00-06,2017-11-13 17:45:00-06,Centro - Ecatepec,18,63,6
9277,2017-11-11 19:00:00-06,2017-11-11 19:45:00-06,Condesa - Ixtapaluca,22,59,5
9275,2017-11-11 07:00:00-06,2017-11-11 07:45:00-06,Ixtapaluca - Condesa,21,59,5
9287,2017-11-12 11:00:00-06,2017-11-12 11:45:00-06,Ixtapaluca - Condesa,18,59,6
9283,2017-11-12 20:00:00-06,2017-11-12 20:45:00-06,Centro - Ecatepec,20,63,5
9251,2017-11-10 16:00:00-06,2017-11-10 16:45:00-06,Centro - Ecatepec,21,63,5
9400,2017-11-15 18:00:00-06,2017-11-15 19:00:00-06,Santa Fé - Ixtapaluca,21,64,5
9297,2017-11-13 08:00:00-06,2017-11-13 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9234,2017-11-10 18:00:00-06,2017-11-10 18:45:00-06,Centro - Ecatepec,21,63,5
9377,2017-11-14 10:00:00-06,2017-11-14 11:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9223,2017-11-10 18:00:00-06,2017-11-10 19:30:00-06,Polanco - Buenavista,22,62,5
9376,2017-11-14 19:00:00-06,2017-11-14 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9415,2017-11-15 20:00:00-06,2017-11-15 20:45:00-06,Centro - Ecatepec,19,63,6
9367,2017-11-14 07:00:00-06,2017-11-14 08:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9321,2017-11-13 07:00:00-06,2017-11-13 08:30:00-06,Buenavista - Polanco,19,62,6
9282,2017-11-12 17:00:00-06,2017-11-12 17:45:00-06,Centro - Ecatepec,18,63,6
9301,2017-11-13 16:00:00-06,2017-11-13 16:45:00-06,Centro - Ecatepec,20,63,5
9419,2017-11-15 09:00:00-06,2017-11-15 10:30:00-06,Buenavista - Polanco,18,62,6
9299,2017-11-13 09:00:00-06,2017-11-13 10:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9223,2017-11-10 18:00:00-06,2017-11-10 19:30:00-06,Polanco - Buenavista,22,62,5
9374,2017-11-14 09:00:00-06,2017-11-14 09:45:00-06,Ecatepec - Centro,18,63,6
9337,2017-11-14 09:00:00-06,2017-11-14 09:45:00-06,Ixtapaluca - Condesa,22,59,5
9318,2017-11-13 20:00:00-06,2017-11-13 21:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9384,2017-11-15 19:00:00-06,2017-11-15 20:30:00-06,Polanco - Buenavista,21,186,15
9284,2017-11-12 18:00:00-06,2017-11-12 18:45:00-06,Centro - Ecatepec,18,189,17
9280,2017-11-12 07:00:00-06,2017-11-12 07:45:00-06,Ixtapaluca - Condesa,20,59,5
9305,2017-11-13 10:00:00-06,2017-11-13 11:00:00-06,Ixtapaluca - Santa Fé,20,64,5
9373,2017-11-14 10:00:00-06,2017-11-14 11:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9349,2017-11-14 10:00:00-06,2017-11-14 11:30:00-06,Buenavista - Polanco,19,62,6
9322,2017-11-13 07:00:00-06,2017-11-13 07:45:00-06,Ecatepec - Centro,20,63,5
9345,2017-11-14 09:00:00-06,2017-11-14 10:30:00-06,Buenavista - Polanco,20,62,5
9407,2017-11-15 08:00:00-06,2017-11-15 08:45:00-06,Ixtapaluca - Condesa,21,59,5
9278,2017-11-12 09:00:00-06,2017-11-12 09:45:00-06,Ecatepec - Centro,20,63,5
9247,2017-11-10 20:00:00-06,2017-11-10 20:45:00-06,Condesa - Ixtapaluca,18,59,6
9273,2017-11-11 08:00:00-06,2017-11-11 08:45:00-06,Ixtapaluca - Condesa,21,59,5
9343,2017-11-14 08:00:00-06,2017-11-14 08:45:00-06,Ixtapaluca - Condesa,20,59,5
9397,2017-11-15 16:00:00-06,2017-11-15 17:00:00-06,Insurgentes Sur - Ecatepec,18,55,6
9342,2017-11-14 10:00:00-06,2017-11-14 10:45:00-06,Ixtapaluca - Condesa,21,59,5
9234,2017-11-10 18:00:00-06,2017-11-10 18:45:00-06,Centro - Ecatepec,21,63,5
9319,2017-11-13 19:00:00-06,2017-11-13 20:15:00-06,Del Valle - Nezahualcóyotl,18,65,6
9317,2017-11-13 16:00:00-06,2017-11-13 17:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9334,2017-11-13 08:00:00-06,2017-11-13 09:30:00-06,Buenavista - Polanco,19,62,6
9372,2017-11-14 07:00:00-06,2017-11-14 07:45:00-06,Ixtapaluca - Condesa,18,59,6
9241,2017-11-10 17:00:00-06,2017-11-10 17:45:00-06,Santa Fé - Iztapalapa,20,55,5
9400,2017-11-15 18:00:00-06,2017-11-15 19:00:00-06,Santa Fé - Ixtapaluca,21,64,5
9350,2017-11-14 19:00:00-06,2017-11-14 19:45:00-06,Condesa - Ixtapaluca,20,177,15
9293,2017-11-13 17:00:00-06,2017-11-13 18:30:00-06,Polanco - Buenavista,18,62,6
9420,2017-11-15 17:00:00-06,2017-11-15 18:15:00-06,Del Valle - Nezahualcóyotl,18,65,6
9255,2017-11-10 19:00:00-06,2017-11-10 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9335,2017-11-13 09:00:00-06,2017-11-13 09:45:00-06,Ixtapaluca - Condesa,22,59,5
9276,2017-11-11 18:00:00-06,2017-11-11 18:45:00-06,Centro - Ecatepec,19,63,6
9321,2017-11-13 07:00:00-06,2017-11-13 08:30:00-06,Buenavista - Polanco,19,62,6
9360,2017-11-14 08:00:00-06,2017-11-14 09:00:00-06,Ecatepec - Insurgentes Sur,20,110,10
9358,2017-11-14 17:00:00-06,2017-11-14 18:30:00-06,Polanco - Buenavista,20,62,5
9235,2017-11-10 19:00:00-06,2017-11-10 20:30:00-06,Polanco - Buenavista,20,62,5
9404,2017-11-15 09:00:00-06,2017-11-15 09:45:00-06,Ixtapaluca - Condesa,19,59,6
9340,2017-11-14 11:00:00-06,2017-11-14 11:45:00-06,Ixtapaluca - Condesa,19,59,6
9267,2017-11-11 19:00:00-06,2017-11-11 19:45:00-06,Centro - Ecatepec,22,126,10
9388,2017-11-15 19:00:00-06,2017-11-15 20:15:00-06,Del Valle - Nezahualcóyotl,21,65,5
9349,2017-11-14 10:00:00-06,2017-11-14 11:30:00-06,Buenavista - Polanco,19,124,11
9255,2017-11-10 19:00:00-06,2017-11-10 20:00:00-06,Santa Fé - Ixtapaluca,19,128,11
9386,2017-11-15 10:00:00-06,2017-11-15 10:45:00-06,Ixtapaluca - Condesa,21,118,10
9337,2017-11-14 09:00:00-06,2017-11-14 09:45:00-06,Ixtapaluca - Condesa,22,59,5
9389,2017-11-15 09:00:00-06,2017-11-15 09:45:00-06,Ecatepec - Centro,22,63,5
9367,2017-11-14 07:00:00-06,2017-11-14 08:00:00-06,Ixtapaluca - Santa Fé,22,128,10
9281,2017-11-12 07:00:00-06,2017-11-12 07:45:00-06,Ecatepec - Centro,21,63,5
9276,2017-11-11 18:00:00-06,2017-11-11 18:45:00-06,Centro - Ecatepec,19,63,6
9339,2017-11-14 08:00:00-06,2017-11-14 08:45:00-06,Iztapalapa - Santa Fé,18,55,6
9406,2017-11-15 08:00:00-06,2017-11-15 08:45:00-06,Iztapalapa - Santa Fé,21,55,5
9242,2017-11-10 17:00:00-06,2017-11-10 17:45:00-06,Centro - Ecatepec,20,126,10
9376,2017-11-14 19:00:00-06,2017-11-14 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9258,2017-11-10 20:00:00-06,2017-11-10 20:45:00-06,Centro - Ecatepec,21,63,5
9381,2017-11-14 16:00:00-06,2017-11-14 17:00:00-06,Santa Fé - Ixtapaluca,18,64,6
9425,2017-11-15 10:00:00-06,2017-11-15 11:00:00-06,Ixtapaluca - Santa Fé,19,64,6
9347,2017-11-14 07:00:00-06,2017-11-14 08:30:00-06,Buenavista - Polanco,22,62,5
9326,2017-11-13 10:00:00-06,2017-11-13 10:45:00-06,Iztapalapa - Santa Fé,20,55,5
9339,2017-11-14 08:00:00-06,2017-11-14 08:45:00-06,Iztapalapa - Santa Fé,18,55,6
9391,2017-11-15 20:00:00-06,2017-11-15 20:45:00-06,Condesa - Ixtapaluca,20,118,10
9398,2017-11-15 07:00:00-06,2017-11-15 07:45:00-06,Iztapalapa - Santa Fé,18,55,6
9365,2017-11-14 20:00:00-06,2017-11-14 21:00:00-06,Insurgentes Sur - Ecatepec,21,110,10
9371,2017-11-14 07:00:00-06,2017-11-14 08:15:00-06,Nezahualcóyotl - Del Valle,22,65,5
9383,2017-11-15 16:00:00-06,2017-11-15 16:45:00-06,Centro - Ecatepec,18,63,6
9357,2017-11-14 11:00:00-06,2017-11-14 12:30:00-06,Buenavista - Polanco,22,62,5
9272,2017-11-11 20:00:00-06,2017-11-11 20:45:00-06,Condesa - Ixtapaluca,18,59,6
9363,2017-11-14 16:00:00-06,2017-11-14 17:15:00-06,Del Valle - Nezahualcóyotl,22,65,5
9385,2017-11-15 07:00:00-06,2017-11-15 08:30:00-06,Buenavista - Polanco,19,186,16
9308,2017-11-13 07:00:00-06,2017-11-13 08:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9227,2017-11-10 16:00:00-06,2017-11-10 17:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9297,2017-11-13 08:00:00-06,2017-11-13 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9362,2017-11-14 20:00:00-06,2017-11-14 20:45:00-06,Condesa - Ixtapaluca,18,59,6
9281,2017-11-12 07:00:00-06,2017-11-12 07:45:00-06,Ecatepec - Centro,21,63,5
9232,2017-11-10 16:00:00-06,2017-11-10 17:15:00-06,Del Valle - Nezahualcóyotl,18,130,12
9287,2017-11-12 11:00:00-06,2017-11-12 11:45:00-06,Ixtapaluca - Condesa,18,59,6
9265,2017-11-11 10:00:00-06,2017-11-11 10:45:00-06,Ixtapaluca - Condesa,21,59,5
9301,2017-11-13 16:00:00-06,2017-11-13 16:45:00-06,Centro - Ecatepec,20,63,5
9365,2017-11-14 20:00:00-06,2017-11-14 21:00:00-06,Insurgentes Sur - Ecatepec,21,55,5
9224,2017-11-10 19:00:00-06,2017-11-10 20:15:00-06,Del Valle - Nezahualcóyotl,22,65,5
9277,2017-11-11 19:00:00-06,2017-11-11 19:45:00-06,Condesa - Ixtapaluca,22,59,5
9335,2017-11-13 09:00:00-06,2017-11-13 09:45:00-06,Ixtapaluca - Condesa,22,59,5
9256,2017-11-10 16:00:00-06,2017-11-10 17:00:00-06,Insurgentes Sur - Ecatepec,22,55,5
9295,2017-11-13 07:00:00-06,2017-11-13 08:15:00-06,Nezahualcóyotl - Del Valle,22,65,5
9298,2017-11-13 17:00:00-06,2017-11-13 17:45:00-06,Centro - Ecatepec,18,126,12
9305,2017-11-13 10:00:00-06,2017-11-13 11:00:00-06,Ixtapaluca - Santa Fé,20,128,10
9350,2017-11-14 19:00:00-06,2017-11-14 19:45:00-06,Condesa - Ixtapaluca,20,59,5
9360,2017-11-14 08:00:00-06,2017-11-14 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9413,2017-11-15 19:00:00-06,2017-11-15 20:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9418,2017-11-15 17:00:00-06,2017-11-15 17:45:00-06,Santa Fé - Iztapalapa,19,55,6
9361,2017-11-14 18:00:00-06,2017-11-14 19:30:00-06,Polanco - Buenavista,21,124,10
9377,2017-11-14 10:00:00-06,2017-11-14 11:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9375,2017-11-14 08:00:00-06,2017-11-14 09:30:00-06,Buenavista - Polanco,20,62,5
9308,2017-11-13 07:00:00-06,2017-11-13 08:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9322,2017-11-13 07:00:00-06,2017-11-13 07:45:00-06,Ecatepec - Centro,20,63,5
9353,2017-11-14 11:00:00-06,2017-11-14 12:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9292,2017-11-13 09:00:00-06,2017-11-13 10:30:00-06,Buenavista - Polanco,21,62,5
9385,2017-11-15 07:00:00-06,2017-11-15 08:30:00-06,Buenavista - Polanco,19,62,6
9360,2017-11-14 08:00:00-06,2017-11-14 09:00:00-06,Ecatepec - Insurgentes Sur,20,55,5
9271,2017-11-11 16:00:00-06,2017-11-11 16:45:00-06,Centro - Ecatepec,20,63,5
9422,2017-11-15 10:00:00-06,2017-11-15 11:15:00-06,Nezahualcóyotl - Del Valle,20,65,5
9399,2017-11-15 18:00:00-06,2017-11-15 19:30:00-06,Polanco - Buenavista,19,62,6
9268,2017-11-11 07:00:00-06,2017-11-11 07:45:00-06,Ecatepec - Centro,19,126,11
9402,2017-11-15 16:00:00-06,2017-11-15 17:00:00-06,Santa Fé - Ixtapaluca,22,64,5
9314,2017-11-13 10:00:00-06,2017-11-13 11:15:00-06,Nezahualcóyotl - Del Valle,18,65,6
9247,2017-11-10 20:00:00-06,2017-11-10 20:45:00-06,Condesa - Ixtapaluca,18,59,6
9336,2017-11-13 08:00:00-06,2017-11-13 08:45:00-06,Ixtapaluca - Condesa,19,59,6
9301,2017-11-13 16:00:00-06,2017-11-13 16:45:00-06,Centro - Ecatepec,20,63,5
9375,2017-11-14 08:00:00-06,2017-11-14 09:30:00-06,Buenavista - Polanco,20,62,5
9389,2017-11-15 09:00:00-06,2017-11-15 09:45:00-06,Ecatepec - Centro,22,126,10
9413,2017-11-15 19:00:00-06,2017-11-15 20:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9298,2017-11-13 17:00:00-06,2017-11-13 17:45:00-06,Centro - Ecatepec,18,63,6
9246,2017-11-10 20:00:00-06,2017-11-10 21:00:00-06,Santa Fé - Ixtapaluca,20,128,10
9357,2017-11-14 11:00:00-06,2017-11-14 12:30:00-06,Buenavista - Polanco,22,62,5
9295,2017-11-13 07:00:00-06,2017-11-13 08:15:00-06,Nezahualcóyotl - Del Valle,22,65,5
9220,2017-11-10 17:00:00-06,2017-11-10 18:15:00-06,Del Valle - Nezahualcóyotl,20,65,5
9304,2017-11-13 11:00:00-06,2017-11-13 11:45:00-06,Ixtapaluca - Condesa,21,59,5
9397,2017-11-15 16:00:00-06,2017-11-15 17:00:00-06,Insurgentes Sur - Ecatepec,18,55,6
9309,2017-11-13 10:00:00-06,2017-11-13 11:30:00-06,Buenavista - Polanco,22,62,5
9415,2017-11-15 20:00:00-06,2017-11-15 20:45:00-06,Centro - Ecatepec,19,63,6
9362,2017-11-14 20:00:00-06,2017-11-14 20:45:00-06,Condesa - Ixtapaluca,18,59,6
9424,2017-11-15 17:00:00-06,2017-11-15 17:45:00-06,Centro - Ecatepec,18,63,6
9301,2017-11-13 16:00:00-06,2017-11-13 16:45:00-06,Centro - Ecatepec,20,63,5
9325,2017-11-13 09:00:00-06,2017-11-13 09:45:00-06,Ecatepec - Centro,19,63,6
9262,2017-11-10 19:00:00-06,2017-11-10 19:45:00-06,Condesa - Ixtapaluca,18,59,6
9377,2017-11-14 10:00:00-06,2017-11-14 11:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9343,2017-11-14 08:00:00-06,2017-11-14 08:45:00-06,Ixtapaluca - Condesa,20,177,15
9274,2017-11-11 09:00:00-06,2017-11-11 09:45:00-06,Ecatepec - Centro,22,63,5
9378,2017-11-14 07:00:00-06,2017-11-14 07:45:00-06,Ecatepec - Centro,22,63,5
9372,2017-11-14 07:00:00-06,2017-11-14 07:45:00-06,Ixtapaluca - Condesa,18,59,6
9332,2017-11-13 18:00:00-06,2017-11-13 19:30:00-06,Polanco - Buenavista,22,62,5
9376,2017-11-14 19:00:00-06,2017-11-14 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9299,2017-11-13 09:00:00-06,2017-11-13 10:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9401,2017-11-15 20:00:00-06,2017-11-15 21:00:00-06,Insurgentes Sur - Ecatepec,19,55,6
9415,2017-11-15 20:00:00-06,2017-11-15 20:45:00-06,Centro - Ecatepec,19,63,6
9311,2017-11-13 16:00:00-06,2017-11-13 17:00:00-06,Insurgentes Sur - Ecatepec,20,55,5
9292,2017-11-13 09:00:00-06,2017-11-13 10:30:00-06,Buenavista - Polanco,21,62,5
9382,2017-11-15 18:00:00-06,2017-11-15 19:15:00-06,Del Valle - Nezahualcóyotl,18,65,6
9269,2017-11-11 11:00:00-06,2017-11-11 11:45:00-06,Ixtapaluca - Condesa,21,59,5
9316,2017-11-13 20:00:00-06,2017-11-13 20:45:00-06,Santa Fé - Iztapalapa,19,55,6
9281,2017-11-12 07:00:00-06,2017-11-12 07:45:00-06,Ecatepec - Centro,21,63,5
9403,2017-11-15 07:00:00-06,2017-11-15 07:45:00-06,Ecatepec - Centro,21,63,5
9400,2017-11-15 18:00:00-06,2017-11-15 19:00:00-06,Santa Fé - Ixtapaluca,21,64,5
9293,2017-11-13 17:00:00-06,2017-11-13 18:30:00-06,Polanco - Buenavista,18,62,6
9339,2017-11-14 08:00:00-06,2017-11-14 08:45:00-06,Iztapalapa - Santa Fé,18,55,6
9255,2017-11-10 19:00:00-06,2017-11-10 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9302,2017-11-13 16:00:00-06,2017-11-13 17:15:00-06,Del Valle - Nezahualcóyotl,18,65,6
9411,2017-11-15 11:00:00-06,2017-11-15 12:30:00-06,Buenavista - Polanco,21,62,5
9237,2017-11-10 19:00:00-06,2017-11-10 19:45:00-06,Centro - Ecatepec,20,63,5
9287,2017-11-12 11:00:00-06,2017-11-12 11:45:00-06,Ixtapaluca - Condesa,18,59,6
9417,2017-11-15 07:00:00-06,2017-11-15 08:00:00-06,Ixtapaluca - Santa Fé,21,64,5
9367,2017-11-14 07:00:00-06,2017-11-14 08:00:00-06,Ixtapaluca - Santa Fé,22,64,5
9407,2017-11-15 08:00:00-06,2017-11-15 08:45:00-06,Ixtapaluca - Condesa,21,59,5
9351,2017-11-14 10:00:00-06,2017-11-14 11:00:00-06,Ecatepec - Insurgentes Sur,21,55,5
9246,2017-11-10 20:00:00-06,2017-11-10 21:00:00-06,Santa Fé - Ixtapaluca,20,64,5
9368,2017-11-14 16:00:00-06,2017-11-14 16:45:00-06,Centro - Ecatepec,21,63,5
9354,2017-11-14 07:00:00-06,2017-11-14 07:45:00-06,Iztapalapa - Santa Fé,19,55,6
9280,2017-11-12 07:00:00-06,2017-11-12 07:45:00-06,Ixtapaluca - Condesa,20,118,10
9269,2017-11-11 11:00:00-06,2017-11-11 11:45:00-06,Ixtapaluca - Condesa,21,59,5
9307,2017-11-13 11:00:00-06,2017-11-13 12:15:00-06,Nezahualcóyotl - Del Valle,21,65,5
9368,2017-11-14 16:00:00-06,2017-11-14 16:45:00-06,Centro - Ecatepec,21,63,5
9291,2017-11-12 16:00:00-06,2017-11-12 16:45:00-06,Centro - Ecatepec,18,63,6
9416,2017-11-15 10:00:00-06,2017-11-15 10:45:00-06,Iztapalapa - Santa Fé,18,55,6
9258,2017-11-10 20:00:00-06,2017-11-10 20:45:00-06,Centro - Ecatepec,21,63,5
9300,2017-11-13 18:00:00-06,2017-11-13 18:45:00-06,Centro - Ecatepec,19,63,6
9366,2017-11-14 09:00:00-06,2017-11-14 10:00:00-06,Ixtapaluca - Santa Fé,19,64,6
9376,2017-11-14 19:00:00-06,2017-11-14 20:00:00-06,Santa Fé - Ixtapaluca,19,64,6
9265,2017-11-11 10:00:00-06,2017-11-11 10:45:00-06,Ixtapaluca - Condesa,21,59,5
9380,2017-11-14 20:00:00-06,2017-11-14 21:00:00-06,Santa Fé - Ixtapaluca,22,64,5
9378,2017-11-14 07:00:00-06,2017-11-14 07:45:00-06,Ecatepec - Centro,22,126,10
9332,2017-11-13 18:00:00-06,2017-11-13 19:30:00-06,Polanco - Buenavista,22,62,5
9359,2017-11-14 20:00:00-06,2017-11-14 20:45:00-06,Santa Fé - Iztapalapa,21,55,5
9369,2017-11-14 18:00:00-06,2017-11-14 19:15:00-06,Del Valle - Nezahualcóyotl,21,65,5
9426,2017-11-15 10:00:00-06,2017-11-15 11:00:00-06,Ecatepec - Insurgentes Sur,19,55,6
9323,2017-11-13 10:00:00-06,2017-11-13 10:45:00-06,Ixtapaluca - Condesa,21,59,5
9400,2017-11-15 18:00:00-06,2017-11-15 19:00:00-06,Santa Fé - Ixtapaluca,21,64,5
9339,2017-11-14 08:00:00-06,2017-11-14 08:45:00-06,Iztapalapa - Santa Fé,18,55,6
9384,2017-11-15 19:00:00-06,2017-11-15 20:30:00-06,Polanco - Buenavista,21,124,10
9284,2017-11-12 18:00:00-06,2017-11-12 18:45:00-06,Centro - Ecatepec,18,63,6
9381,2017-11-14 16:00:00-06,2017-11-14 17:00:00-06,Santa Fé - Ixtapaluca,18,64,6
